Date,ID,Impressions,Clicks,Video_Starts,Video_Completions,Operating_System,Day_of_Week,Site,Site_Category
23/02/2021,896641,1,0,0,0,iOS,3,Site H,Tech
24/02/2021,896641,1,0,0,0,Other,4,Site V,News
26/02/2021,896641,1,0,0,0,iOS,6,Site AE,Lifestyle
28/02/2021,896641,1,0,0,0,Other,1,Site AE,Lifestyle
28/02/2021,896641,1,0,0,0,Other,1,Site AE,Lifestyle
01/03/2021,896641,1,0,0,0,Other,5,Site H,Tech
01/03/2021,896641,1,0,0,0,iOS,5,Site AE,Lifestyle
01/03/2021,896641,1,0,0,0,Other,5,Site AE,Lifestyle
02/03/2021,896641,1,0,0,0,Other,6,Site H,Tech
02/03/2021,896641,1,0,0,0,Other,6,Site AE,Lifestyle
03/03/2021,896641,1,0,0,0,Android,7,Site H,Tech
03/03/2021,896641,1,0,0,0,Other,7,Site AE,Lifestyle
05/03/2021,896641,1,0,0,0,Other,2,Site H,Tech
05/03/2021,896641,1,0,0,0,Other,2,Site AE,Lifestyle
06/03/2021,896641,1,0,0,0,Other,3,Site AE,Lifestyle
18/03/2021,896641,1,0,0,0,Android,3,Site H,Tech
18/03/2021,896641,1,0,0,0,Other,3,Site H,Tech
18/03/2021,896641,1,0,0,0,Other,3,Site AE,Lifestyle
30/01/2021,316427,1,0,0,0,Other,1,Site X,Lifestyle
01/02/2021,316427,1,0,0,0,iOS,2,Site S,Entertainment
03/02/2021,316427,1,0,0,0,Other,4,Site O,Entertainment
03/02/2021,316427,1,0,0,0,Other,4,Site O,Entertainment
03/02/2021,316427,1,0,0,0,Other,4,Site P,News
06/02/2021,316427,1,0,0,0,iOS,7,Site S,Entertainment
07/02/2021,316427,1,0,0,0,Other,1,Site P,News
07/02/2021,316427,1,0,0,0,iOS,1,Site S,Entertainment
08/02/2021,316427,1,0,0,0,Other,2,Site O,Entertainment
09/02/2021,316427,1,0,0,0,iOS,3,Site P,News
10/02/2021,316427,1,0,0,0,iOS,4,Site P,News
10/02/2021,316427,1,0,0,0,Other,4,Site Z,Entertainment
11/02/2021,316427,1,0,0,0,Other,5,Site P,News
11/02/2021,316427,1,0,0,0,iOS,5,Site P,News
12/02/2021,316427,1,0,0,0,Other,6,Site O,Entertainment
14/02/2021,316427,1,0,0,0,Other,1,Site O,Entertainment
15/02/2021,316427,1,0,0,0,Other,2,Site P,News
16/02/2021,316427,1,0,0,0,Android,3,Site P,News
17/02/2021,316427,1,0,0,0,iOS,4,Site P,News
19/02/2021,316427,1,0,0,0,Android,6,Site P,News
19/02/2021,316427,1,0,0,0,iOS,6,Site P,News
20/02/2021,316427,1,0,0,0,Other,7,Site O,Entertainment
20/02/2021,316427,1,0,0,0,Other,7,Site P,News
20/02/2021,316427,1,0,0,0,Other,7,Site P,News
20/02/2021,316427,1,0,0,0,iOS,7,Site P,News
21/02/2021,316427,1,0,0,0,Android,1,Site P,News
21/02/2021,316427,1,0,0,0,Other,4,Site O,Entertainment
21/02/2021,316427,1,0,0,0,Android,4,Site S,Entertainment
23/02/2021,316427,1,0,0,0,Other,3,Site O,Entertainment
23/02/2021,316427,1,0,0,0,iOS,3,Site P,News
23/02/2021,316427,1,0,0,0,Other,3,Site S,Entertainment
24/02/2021,316427,1,0,0,0,Other,4,Site O,Entertainment
24/02/2021,316427,1,0,0,0,Android,4,Site P,News
24/02/2021,316427,1,0,0,0,iOS,4,Site P,News
24/02/2021,316427,1,0,0,0,Other,4,Site S,Entertainment
26/02/2021,316427,1,0,0,0,Other,6,Site P,News
27/02/2021,316427,1,0,0,0,Other,7,Site Z,Entertainment
28/02/2021,316427,1,0,0,0,Android,1,Site P,News
02/03/2021,316427,1,0,0,0,Other,6,Site O,Entertainment
02/03/2021,316427,1,0,0,0,Other,6,Site Z,Entertainment
03/03/2021,316427,1,0,0,0,Android,7,Site S,Entertainment
06/03/2021,316427,1,0,0,0,Other,3,Site P,News
18/03/2021,316427,1,0,0,0,Other,3,Site O,Entertainment
18/03/2021,316427,1,0,0,0,Other,3,Site O,Entertainment
18/03/2021,316427,1,0,0,0,Other,3,Site P,News
18/03/2021,316427,1,0,0,0,iOS,3,Site P,News
15/02/2021,796486,1,0,0,0,Other,2,Site F,Lifestyle
16/02/2021,796486,1,0,0,0,Other,3,Site F,Lifestyle
16/02/2021,796486,1,0,0,0,Other,3,Site Z,Entertainment
17/02/2021,796486,1,0,0,0,iOS,4,Site K,Lifestyle
17/02/2021,796486,1,0,0,0,Android,4,Site L,Lifestyle
17/02/2021,796486,1,0,0,0,Other,4,Site L,Lifestyle
17/02/2021,796486,1,0,0,0,Other,4,Site V,News
17/02/2021,796486,1,0,0,0,Other,4,Site Z,Entertainment
18/02/2021,796486,1,0,0,0,iOS,5,Site F,Lifestyle
18/02/2021,796486,1,0,0,0,iOS,5,Site L,Lifestyle
18/02/2021,796486,1,0,0,0,Other,5,Site R,News
19/02/2021,796486,1,0,0,0,iOS,6,Site F,Lifestyle
19/02/2021,796486,1,0,0,0,Other,6,Site F,Lifestyle
19/02/2021,796486,1,0,0,0,Other,6,Site L,Lifestyle
20/02/2021,796486,1,0,0,0,iOS,7,Site F,Lifestyle
20/02/2021,796486,1,0,0,0,Other,7,Site K,Lifestyle
22/02/2021,796486,1,0,0,0,Android,2,Site W,Lifestyle
22/02/2021,796486,1,0,0,0,Other,2,Site Z,Entertainment
23/02/2021,796486,1,0,0,0,iOS,3,Site W,Lifestyle
23/02/2021,796486,1,0,0,0,Other,3,Site AD,Sport
30/01/2021,521254,1,0,0,0,Android,1,Site X,Lifestyle
30/01/2021,521254,1,0,0,0,Other,1,Site AC,Tech
01/02/2021,521254,1,0,0,0,Other,2,Site E,Tech
01/02/2021,521254,1,0,0,0,Other,2,Site I,Tech
02/02/2021,521254,1,0,0,0,Other,3,Site AC,Tech
04/02/2021,521254,1,0,0,0,Other,5,Site C,Tech
04/02/2021,521254,1,0,0,0,Other,5,Site I,Tech
05/02/2021,521254,1,0,0,0,Other,6,Site E,Tech
05/02/2021,521254,1,0,0,0,Other,6,Site AC,Tech
06/02/2021,521254,1,0,0,0,Other,7,Site E,Tech
07/02/2021,521254,1,0,0,0,Other,1,Site C,Tech
07/02/2021,521254,1,0,0,0,Other,1,Site E,Tech
07/02/2021,521254,1,0,0,0,Other,1,Site Z,Entertainment
08/02/2021,521254,1,0,0,0,Other,2,Site Z,Entertainment
08/02/2021,521254,1,0,0,0,Other,2,Site AC,Tech
08/02/2021,521254,1,0,0,0,Other,2,Site AC,Tech
09/02/2021,521254,1,0,0,0,Other,3,Site I,Tech
10/02/2021,521254,1,0,0,0,Other,4,Site I,Tech
10/02/2021,521254,1,0,0,0,Other,4,Site Z,Entertainment
12/02/2021,521254,1,0,0,0,Other,6,Site I,Tech
12/02/2021,521254,1,0,0,0,Other,6,Site Z,Entertainment
14/02/2021,521254,1,0,0,0,Other,1,Site E,Tech
14/02/2021,521254,1,0,0,0,Other,1,Site I,Tech
15/02/2021,521254,1,0,0,0,Other,2,Site Z,Entertainment
15/02/2021,521254,1,0,0,0,Other,2,Site Z,Entertainment
17/02/2021,521254,1,0,0,0,Other,4,Site I,Tech
17/02/2021,521254,1,0,0,0,Other,4,Site X,Lifestyle
19/02/2021,521254,1,0,0,0,Other,6,Site C,Tech
22/02/2021,521254,1,0,0,0,Other,2,Site C,Tech
22/02/2021,521254,1,0,0,0,Other,2,Site I,Tech
22/02/2021,521254,1,0,0,0,Other,2,Site Z,Entertainment
23/02/2021,521254,1,0,0,0,Other,3,Site Z,Entertainment
25/02/2021,521254,1,0,0,0,Other,5,Site C,Tech
25/02/2021,521254,1,0,0,0,Other,5,Site E,Tech
25/02/2021,521254,1,0,0,0,Other,5,Site I,Tech
25/02/2021,521254,1,0,0,0,Other,5,Site Z,Entertainment
26/02/2021,521254,1,0,0,0,Other,6,Site Z,Entertainment
27/02/2021,521254,1,0,0,0,Other,7,Site I,Tech
27/02/2021,521254,1,0,0,0,Other,7,Site Z,Entertainment
03/03/2021,521254,1,0,0,0,Other,7,Site C,Tech
03/03/2021,521254,1,0,0,0,Other,7,Site Z,Entertainment
04/03/2021,521254,1,0,0,0,Other,1,Site Z,Entertainment
06/03/2021,521254,1,0,0,0,Other,3,Site X,Lifestyle
18/03/2021,521254,1,0,0,0,Other,3,Site Z,Entertainment
30/01/2021,372212,1,0,0,0,Other,1,Site R,News
01/02/2021,372212,1,0,0,0,iOS,2,Site U,Lifestyle
01/02/2021,372212,1,0,0,0,Other,2,Site U,Lifestyle
01/02/2021,372212,1,0,0,0,Other,2,Site V,News
02/02/2021,372212,1,0,0,0,Other,3,Site AD,Sport
03/02/2021,372212,1,0,0,0,Other,4,Site F,Lifestyle
03/02/2021,372212,1,0,0,0,iOS,4,Site F,Lifestyle
03/02/2021,372212,1,0,0,0,Other,4,Site L,Lifestyle
03/02/2021,372212,1,0,0,0,Other,4,Site R,News
04/02/2021,372212,1,0,0,0,Other,5,Site R,News
04/02/2021,372212,1,2,0,0,Android,5,Site W,Lifestyle
05/02/2021,372212,1,0,0,0,Android,6,Site L,Lifestyle
06/02/2021,372212,1,0,0,0,Other,7,Site F,Lifestyle
07/02/2021,372212,1,0,0,0,iOS,1,Site K,Lifestyle
07/02/2021,372212,1,0,0,0,iOS,1,Site L,Lifestyle
07/02/2021,372212,1,0,0,0,Other,1,Site R,News
08/02/2021,372212,1,0,0,0,Other,2,Site R,News
09/02/2021,372212,1,0,0,0,Other,3,Site F,Lifestyle
09/02/2021,372212,1,0,0,0,Other,3,Site L,Lifestyle
10/02/2021,372212,1,0,0,0,iOS,4,Site L,Lifestyle
11/02/2021,372212,1,0,0,0,Other,5,Site F,Lifestyle
11/02/2021,372212,1,0,0,0,iOS,5,Site L,Lifestyle
11/02/2021,372212,1,0,0,0,Other,5,Site L,Lifestyle
12/02/2021,372212,1,0,0,0,Other,6,Site F,Lifestyle
12/02/2021,372212,1,0,0,0,Other,6,Site L,Lifestyle
12/02/2021,372212,1,0,0,0,Other,6,Site V,News
14/02/2021,372212,1,0,0,0,Other,1,Site F,Lifestyle
14/02/2021,372212,1,2,0,0,Android,1,Site L,Lifestyle
14/02/2021,372212,1,0,0,0,iOS,1,Site W,Lifestyle
16/02/2021,372212,1,0,0,0,iOS,3,Site L,Lifestyle
17/02/2021,372212,1,0,0,0,iOS,4,Site K,Lifestyle
17/02/2021,372212,1,0,0,0,Android,4,Site W,Lifestyle
18/02/2021,372212,1,0,0,0,Other,5,Site F,Lifestyle
18/02/2021,372212,1,0,0,0,iOS,5,Site L,Lifestyle
18/02/2021,372212,1,0,0,0,Other,5,Site L,Lifestyle
21/02/2021,372212,1,0,0,0,Other,1,Site L,Lifestyle
21/02/2021,372212,1,0,0,0,Other,4,Site M,Sport
24/02/2021,372212,1,2,0,0,iOS,4,Site K,Lifestyle
24/02/2021,372212,1,0,0,0,Other,4,Site V,News
28/02/2021,372212,1,0,0,0,iOS,1,Site M,Sport
01/03/2021,372212,1,0,0,0,Other,5,Site L,Lifestyle
02/03/2021,372212,1,0,0,0,Other,6,Site L,Lifestyle
03/03/2021,372212,1,0,0,0,Other,7,Site L,Lifestyle
04/03/2021,372212,1,0,0,0,Android,1,Site K,Lifestyle
04/03/2021,372212,1,0,0,0,iOS,1,Site K,Lifestyle
06/03/2021,372212,1,0,0,0,iOS,3,Site AD,Sport
01/02/2021,391412,1,0,0,0,Other,2,Site D,Sport
01/02/2021,391412,1,0,0,0,Other,2,Site R,News
01/02/2021,391412,1,0,0,0,Other,2,Site Y,Sport
01/02/2021,391412,1,0,0,0,Other,2,Site AB,Sport
01/02/2021,391412,1,0,0,0,Android,2,Site AE,Lifestyle
02/02/2021,391412,1,0,0,0,Other,3,Site D,Sport
02/02/2021,391412,1,0,0,0,iOS,3,Site N,Sport
02/02/2021,391412,1,0,0,0,Other,3,Site N,Sport
02/02/2021,391412,1,0,0,0,Other,3,Site N,Sport
02/02/2021,391412,1,0,0,0,Android,3,Site Y,Sport
02/02/2021,391412,1,0,0,0,Other,3,Site AB,Sport
03/02/2021,391412,1,0,0,0,Android,4,Site N,Sport
03/02/2021,391412,1,0,0,0,iOS,4,Site N,Sport
03/02/2021,391412,1,0,0,0,Other,4,Site N,Sport
03/02/2021,391412,1,0,0,0,Android,4,Site Y,Sport
03/02/2021,391412,1,0,0,0,Other,4,Site Y,Sport
04/02/2021,391412,1,0,0,0,Android,5,Site G,Sport
04/02/2021,391412,1,0,0,0,iOS,5,Site H,Tech
04/02/2021,391412,1,0,0,0,Android,5,Site N,Sport
05/02/2021,391412,1,0,0,0,iOS,6,Site N,Sport
05/02/2021,391412,1,0,0,0,Android,6,Site Y,Sport
05/02/2021,391412,1,0,0,0,Android,6,Site AE,Lifestyle
05/02/2021,391412,1,0,0,0,Other,6,Site AE,Lifestyle
05/02/2021,391412,1,0,0,0,iOS,6,Site AE,Lifestyle
06/02/2021,391412,1,0,0,0,Other,7,Site D,Sport
06/02/2021,391412,1,0,0,0,iOS,7,Site H,Tech
06/02/2021,391412,1,0,0,0,Android,7,Site N,Sport
06/02/2021,391412,1,0,0,0,Android,7,Site Y,Sport
06/02/2021,391412,1,0,0,0,Other,7,Site Y,Sport
06/02/2021,391412,1,0,0,0,iOS,7,Site Y,Sport
06/02/2021,391412,1,0,0,0,Other,7,Site Y,Sport
07/02/2021,391412,1,0,0,0,iOS,1,Site G,Sport
07/02/2021,391412,1,0,0,0,Other,1,Site N,Sport
07/02/2021,391412,1,0,0,0,Other,1,Site R,News
07/02/2021,391412,1,0,0,0,Other,1,Site R,News
07/02/2021,391412,1,0,0,0,Other,1,Site V,News
07/02/2021,391412,1,0,0,0,Other,1,Site Y,Sport
08/02/2021,391412,1,0,0,0,Other,2,Site H,Tech
08/02/2021,391412,1,0,0,0,iOS,2,Site N,Sport
08/02/2021,391412,1,2,0,0,Other,2,Site Y,Sport
08/02/2021,391412,1,0,0,0,iOS,2,Site Y,Sport
08/02/2021,391412,1,0,0,0,Android,2,Site AE,Lifestyle
08/02/2021,391412,1,0,0,0,Other,2,Site AE,Lifestyle
09/02/2021,391412,1,0,0,0,Android,3,Site G,Sport
09/02/2021,391412,1,0,0,0,Other,3,Site H,Tech
09/02/2021,391412,1,0,0,0,Other,3,Site N,Sport
09/02/2021,391412,1,0,0,0,iOS,3,Site N,Sport
09/02/2021,391412,1,0,0,0,Android,3,Site AE,Lifestyle
09/02/2021,391412,1,0,0,0,Other,3,Site AE,Lifestyle
10/02/2021,391412,1,0,0,0,Android,4,Site G,Sport
10/02/2021,391412,1,0,0,0,iOS,4,Site G,Sport
10/02/2021,391412,1,0,0,0,Android,4,Site H,Tech
10/02/2021,391412,1,0,0,0,Other,4,Site N,Sport
10/02/2021,391412,1,0,0,0,Other,4,Site V,News
11/02/2021,391412,1,0,0,0,Other,5,Site Q,Sport
11/02/2021,391412,1,0,0,0,iOS,5,Site Y,Sport
11/02/2021,391412,1,0,0,0,Android,5,Site AE,Lifestyle
12/02/2021,391412,1,0,0,0,iOS,6,Site G,Sport
12/02/2021,391412,1,0,0,0,Other,6,Site N,Sport
12/02/2021,391412,1,0,0,0,iOS,6,Site Y,Sport
12/02/2021,391412,1,0,0,0,Android,6,Site AE,Lifestyle
12/02/2021,391412,1,0,0,0,iOS,6,Site AE,Lifestyle
13/02/2021,391412,1,0,0,0,Android,7,Site Y,Sport
13/02/2021,391412,1,0,0,0,Other,7,Site Y,Sport
13/02/2021,391412,1,0,0,0,iOS,7,Site Y,Sport
13/02/2021,391412,1,0,0,0,iOS,7,Site AE,Lifestyle
14/02/2021,391412,1,0,0,0,Other,1,Site H,Tech
14/02/2021,391412,1,0,0,0,iOS,1,Site N,Sport
14/02/2021,391412,1,0,0,0,iOS,1,Site Y,Sport
14/02/2021,391412,1,0,0,0,iOS,1,Site Y,Sport
14/02/2021,391412,1,2,0,0,Other,1,Site AE,Lifestyle
15/02/2021,391412,1,0,0,0,Other,2,Site G,Sport
15/02/2021,391412,1,0,0,0,Other,2,Site H,Tech
15/02/2021,391412,1,0,0,0,Android,2,Site Y,Sport
15/02/2021,391412,1,0,0,0,Other,2,Site AB,Sport
15/02/2021,391412,1,0,0,0,Other,2,Site V,News
15/02/2021,391412,1,0,0,0,iOS,2,Site Y,Sport
15/02/2021,391412,1,0,0,0,iOS,2,Site Y,Sport
15/02/2021,391412,1,0,0,0,Android,2,Site AE,Lifestyle
15/02/2021,391412,1,0,0,0,Other,2,Site AE,Lifestyle
16/02/2021,391412,1,0,0,0,iOS,3,Site G,Sport
16/02/2021,391412,1,0,0,0,iOS,3,Site H,Tech
16/02/2021,391412,1,0,0,0,Other,3,Site H,Tech
16/02/2021,391412,1,0,0,0,Other,3,Site H,Tech
16/02/2021,391412,1,0,0,0,Other,3,Site V,News
16/02/2021,391412,1,0,0,0,Other,3,Site Y,Sport
16/02/2021,391412,1,0,0,0,iOS,3,Site Y,Sport
16/02/2021,391412,1,0,0,0,Other,3,Site AE,Lifestyle
17/02/2021,391412,1,0,0,0,iOS,4,Site H,Tech
17/02/2021,391412,1,0,0,0,Other,4,Site AB,Sport
17/02/2021,391412,1,0,0,0,Android,4,Site AE,Lifestyle
18/02/2021,391412,1,0,0,0,Android,5,Site Y,Sport
18/02/2021,391412,1,0,0,0,iOS,5,Site Y,Sport
18/02/2021,391412,1,0,0,0,Other,5,Site AB,Sport
19/02/2021,391412,1,0,0,0,Android,6,Site Y,Sport
20/02/2021,391412,1,0,0,0,Other,7,Site V,News
20/02/2021,391412,1,0,0,0,Other,7,Site Y,Sport
20/02/2021,391412,1,0,0,0,iOS,7,Site Y,Sport
21/02/2021,391412,1,0,0,0,Android,1,Site Y,Sport
21/02/2021,391412,1,0,0,0,iOS,1,Site Y,Sport
21/02/2021,391412,1,0,0,0,Other,4,Site H,Tech
21/02/2021,391412,1,0,0,0,iOS,4,Site Y,Sport
22/02/2021,391412,1,0,0,0,Other,2,Site V,News
23/02/2021,391412,1,0,0,0,Other,3,Site Q,Sport
25/02/2021,391412,1,0,0,0,Other,5,Site V,News
25/02/2021,391412,1,0,0,0,iOS,5,Site Y,Sport
25/02/2021,391412,1,0,0,0,Other,5,Site AB,Sport
25/02/2021,391412,1,0,0,0,iOS,5,Site AE,Lifestyle
26/02/2021,391412,1,0,0,0,iOS,6,Site H,Tech
26/02/2021,391412,1,0,0,0,Other,6,Site Q,Sport
26/02/2021,391412,1,0,0,0,iOS,6,Site Y,Sport
27/02/2021,391412,1,0,0,0,Android,7,Site AE,Lifestyle
28/02/2021,391412,1,0,0,0,Android,1,Site AE,Lifestyle
28/02/2021,391412,1,0,0,0,iOS,1,Site AE,Lifestyle
28/02/2021,391412,1,0,0,0,Other,1,Site AE,Lifestyle
01/03/2021,391412,1,0,0,0,Other,5,Site H,Tech
01/03/2021,391412,1,0,0,0,iOS,5,Site H,Tech
01/03/2021,391412,1,0,0,0,Other,5,Site H,Tech
01/03/2021,391412,1,0,0,0,Other,5,Site AB,Sport
02/03/2021,391412,1,0,0,0,iOS,6,Site H,Tech
02/03/2021,391412,1,0,0,0,Other,6,Site AE,Lifestyle
03/03/2021,391412,1,0,0,0,Other,7,Site H,Tech
03/03/2021,391412,1,0,0,0,iOS,7,Site Y,Sport
03/03/2021,391412,1,0,0,0,iOS,7,Site Y,Sport
03/03/2021,391412,1,0,0,0,Other,7,Site AE,Lifestyle
03/03/2021,391412,1,0,0,0,Other,7,Site AE,Lifestyle
04/03/2021,391412,1,0,0,0,Android,1,Site H,Tech
04/03/2021,391412,1,0,0,0,Other,1,Site AE,Lifestyle
05/03/2021,391412,1,0,0,0,iOS,2,Site H,Tech
05/03/2021,391412,1,0,0,0,Other,2,Site Q,Sport
05/03/2021,391412,1,0,0,0,iOS,2,Site Y,Sport
05/03/2021,391412,1,0,0,0,Other,2,Site AE,Lifestyle
05/03/2021,391412,1,0,0,0,Other,2,Site AE,Lifestyle
06/03/2021,391412,1,0,0,0,Other,3,Site H,Tech
06/03/2021,391412,1,0,0,0,Other,3,Site Q,Sport
06/03/2021,391412,1,0,0,0,iOS,3,Site Y,Sport
06/03/2021,391412,1,0,0,0,Other,3,Site AE,Lifestyle
18/03/2021,391412,1,0,0,0,iOS,3,Site Y,Sport
18/03/2021,391412,1,0,0,0,Android,3,Site AE,Lifestyle
18/03/2021,391412,1,0,0,0,Other,3,Site AE,Lifestyle
18/03/2021,391412,1,0,0,0,iOS,3,Site AE,Lifestyle
18/03/2021,391412,1,0,0,0,Other,3,Site AE,Lifestyle
15/02/2021,7877451,1,0,0,0,Android,2,Site T,Lifestyle
25/02/2021,7877451,1,0,0,0,Android,5,Site Z,Entertainment
26/02/2021,7877451,1,0,0,0,Other,6,Site V,News
26/02/2021,7877451,1,0,0,0,Other,6,Site Z,Entertainment
28/02/2021,7877451,1,0,0,0,Other,1,Site P,News
01/03/2021,7877451,1,0,0,0,Other,5,Site AA,News
01/03/2021,7877451,1,0,0,0,Other,5,Site AA,News
02/03/2021,7877451,1,0,0,0,Other,6,Site Z,Entertainment
03/03/2021,7877451,1,0,0,0,Other,7,Site AA,News
05/03/2021,7877451,1,0,0,0,iOS,2,Site T,Lifestyle
05/03/2021,7877451,1,0,0,0,Other,2,Site AA,News
05/03/2021,7877451,1,0,0,0,Other,2,Site AA,News
18/03/2021,7877451,1,0,0,0,Other,3,Site R,News
18/03/2021,7877451,1,0,0,0,Android,3,Site T,Lifestyle
18/03/2021,7877451,1,0,0,0,Other,3,Site Z,Entertainment
18/03/2021,7877451,1,0,0,0,Other,3,Site AA,News
26/01/2021,851264,1,0,1,1,Other,4,Site B,News
26/01/2021,851264,1,0,2,0,Other,4,Site N,Sport
27/01/2021,851264,1,0,0,0,Other,5,Site N,Sport
27/01/2021,851264,1,0,0,0,Other,5,Site N,Sport
27/01/2021,851264,1,0,2,0,Other,5,Site N,Sport
27/01/2021,851264,1,0,0,0,Other,5,Site Q,Sport
27/01/2021,851264,1,0,0,0,Other,5,Site Q,Sport
30/01/2021,851264,1,0,0,0,Other,1,Site G,Sport
30/01/2021,851264,1,0,2,0,iOS,1,Site G,Sport
30/01/2021,851264,1,0,2,2,Other,1,Site N,Sport
01/02/2021,851264,1,0,2,0,Other,2,Site D,Sport
01/02/2021,851264,1,0,0,0,Android,2,Site N,Sport
01/02/2021,851264,1,0,0,0,Other,2,Site N,Sport
01/02/2021,851264,1,0,2,2,Other,2,Site N,Sport
01/02/2021,851264,1,0,0,0,Other,2,Site Q,Sport
01/02/2021,851264,1,0,1,2,Other,2,Site AE,Lifestyle
01/02/2021,851264,1,0,0,0,iOS,2,Site AE,Lifestyle
02/02/2021,851264,1,0,1,1,Android,3,Site N,Sport
02/02/2021,851264,1,0,1,1,Other,3,Site N,Sport
02/02/2021,851264,1,0,0,0,Other,3,Site N,Sport
02/02/2021,851264,1,0,2,0,Android,3,Site AE,Lifestyle
03/02/2021,851264,1,0,0,0,Android,4,Site G,Sport
03/02/2021,851264,1,0,0,0,Other,4,Site N,Sport
03/02/2021,851264,1,0,0,0,Other,4,Site N,Sport
03/02/2021,851264,1,0,0,0,Other,4,Site AE,Lifestyle
04/02/2021,851264,1,0,0,0,Other,5,Site Y,Sport
04/02/2021,851264,1,0,0,0,Android,5,Site AE,Lifestyle
04/02/2021,851264,1,0,0,0,Android,5,Site AE,Lifestyle
05/02/2021,851264,1,0,0,0,Android,6,Site G,Sport
05/02/2021,851264,1,0,0,0,iOS,6,Site H,Tech
05/02/2021,851264,1,0,0,0,Other,6,Site N,Sport
05/02/2021,851264,1,0,2,2,Other,6,Site N,Sport
05/02/2021,851264,1,0,0,0,iOS,6,Site Y,Sport
05/02/2021,851264,1,0,0,0,Android,6,Site AE,Lifestyle
06/02/2021,851264,1,0,0,0,Android,7,Site G,Sport
06/02/2021,851264,1,0,1,1,Other,7,Site N,Sport
06/02/2021,851264,1,0,0,0,Other,7,Site Y,Sport
06/02/2021,851264,1,0,2,0,Other,7,Site Y,Sport
06/02/2021,851264,1,0,0,0,iOS,7,Site Y,Sport
07/02/2021,851264,1,0,2,2,Android,1,Site D,Sport
07/02/2021,851264,1,0,1,1,Other,1,Site G,Sport
07/02/2021,851264,1,0,2,2,Other,1,Site Y,Sport
07/02/2021,851264,1,0,0,0,Other,1,Site Y,Sport
08/02/2021,851264,1,0,0,0,iOS,2,Site G,Sport
08/02/2021,851264,1,0,0,0,Other,2,Site N,Sport
08/02/2021,851264,1,0,2,0,Other,2,Site N,Sport
08/02/2021,851264,1,0,2,2,Android,2,Site Y,Sport
08/02/2021,851264,1,0,0,0,Other,2,Site Y,Sport
08/02/2021,851264,1,0,0,0,Android,2,Site AE,Lifestyle
08/02/2021,851264,1,0,0,0,Other,2,Site AE,Lifestyle
09/02/2021,851264,1,0,0,0,Android,3,Site G,Sport
09/02/2021,851264,1,0,0,0,iOS,3,Site H,Tech
09/02/2021,851264,1,0,2,0,Other,3,Site Q,Sport
09/02/2021,851264,1,0,2,2,Other,3,Site Y,Sport
09/02/2021,851264,1,0,2,2,Other,3,Site Y,Sport
09/02/2021,851264,1,0,0,0,Android,3,Site AE,Lifestyle
09/02/2021,851264,1,0,2,0,Other,3,Site AE,Lifestyle
10/02/2021,851264,1,0,0,0,Android,4,Site G,Sport
10/02/2021,851264,1,0,0,0,iOS,4,Site H,Tech
10/02/2021,851264,1,0,2,0,Other,4,Site N,Sport
10/02/2021,851264,1,0,0,0,Other,4,Site Y,Sport
10/02/2021,851264,1,0,0,0,iOS,4,Site Y,Sport
11/02/2021,851264,1,0,0,0,iOS,5,Site G,Sport
11/02/2021,851264,1,0,0,0,Other,5,Site N,Sport
11/02/2021,851264,1,0,1,1,Other,5,Site AE,Lifestyle
12/02/2021,851264,1,0,1,0,Other,6,Site N,Sport
12/02/2021,851264,1,0,2,2,Other,6,Site Y,Sport
12/02/2021,851264,1,0,0,0,Other,6,Site AE,Lifestyle
13/02/2021,851264,1,0,0,0,Other,7,Site N,Sport
13/02/2021,851264,1,0,2,2,Android,7,Site Y,Sport
13/02/2021,851264,1,0,2,0,iOS,7,Site Y,Sport
13/02/2021,851264,1,0,0,0,iOS,7,Site Y,Sport
13/02/2021,851264,1,0,0,0,Other,7,Site Y,Sport
13/02/2021,851264,1,0,0,0,Android,7,Site AE,Lifestyle
14/02/2021,851264,1,0,0,0,Android,1,Site G,Sport
14/02/2021,851264,1,0,0,0,iOS,1,Site G,Sport
14/02/2021,851264,1,0,2,2,Other,1,Site N,Sport
14/02/2021,851264,1,0,0,0,Android,1,Site Y,Sport
14/02/2021,851264,1,0,2,0,iOS,1,Site Y,Sport
14/02/2021,851264,1,0,0,0,iOS,1,Site Y,Sport
15/02/2021,851264,1,0,2,2,Android,2,Site G,Sport
15/02/2021,851264,1,0,0,0,Android,2,Site G,Sport
15/02/2021,851264,1,0,2,2,Other,2,Site H,Tech
15/02/2021,851264,1,0,2,0,iOS,2,Site Y,Sport
15/02/2021,851264,1,0,2,0,iOS,2,Site Y,Sport
15/02/2021,851264,1,0,2,2,iOS,2,Site AE,Lifestyle
15/02/2021,851264,1,0,0,0,Other,2,Site AE,Lifestyle
15/02/2021,851264,1,0,2,0,Android,2,Site H,Tech
16/02/2021,851264,1,0,1,1,Android,3,Site G,Sport
16/02/2021,851264,1,0,0,0,Android,3,Site G,Sport
16/02/2021,851264,1,0,0,0,Other,3,Site G,Sport
16/02/2021,851264,1,0,2,2,iOS,3,Site G,Sport
16/02/2021,851264,1,0,2,2,Other,3,Site H,Tech
16/02/2021,851264,1,0,2,0,Other,3,Site Y,Sport
16/02/2021,851264,1,0,2,2,Android,3,Site AE,Lifestyle
16/02/2021,851264,1,0,0,0,iOS,3,Site AE,Lifestyle
17/02/2021,851264,1,0,0,0,Android,4,Site H,Tech
